Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1950,69252.52155,12/17/2010 07:55:44,1410.704853,2,6,0.549844861,3.930348873,4.524400032,4.314647797,18.19680415,16.03226528,3.23772E-05,0.101558752,0,0,0
1951,69282.53677,12/17/2010 07:56:14,1440.720066,2,6,0.549844861,3.932130814,4.528985442,4.314647797,18.2148304,16.03226528,6.48022E-05,0.101558752,0,0,0
1952,69312.55163,12/17/2010 07:56:44,1470.734928,2,6,0.550024807,3.933750868,4.533570069,4.314647797,18.23286162,16.03226528,0,0.101558752,0,0,0
1953,69342.56667,12/17/2010 07:57:14,1500.749965,2,6,0.549844861,3.935532808,4.538154771,4.314647797,18.25090127,16.03226528,-3.23772E-05,0.101558752,0,0,0
1954,69372.58174,12/17/2010 07:57:44,1530.765037,2,6,0.549844861,3.937476635,4.542739393,4.314647797,18.26894878,16.03226528,6.48022E-05,0.101558752,0,0,0
1955,69402.59677,12/17/2010 07:58:14,1560.780071,2,6,0.549844861,3.939096451,4.547324102,4.314647797,18.28700479,16.03226528,3.23772E-05,0.101558752,0,0,0
1956,69432.61179,12/17/2010 07:58:44,1590.795084,2,6,0.550024807,3.941040516,4.551909416,4.314647797,18.30507139,16.03226528,6.48022E-05,0.101558752,0,0,0
1957,69462.62684,12/17/2010 07:59:14,1620.810141,2,6,0.549844861,3.942822218,4.556494783,4.314647797,18.32314639,16.03226528,3.23772E-05,0.101558752,0,0,0
1958,69492.64189,12/17/2010 07:59:44,1650.82519,2,6,0.550024807,3.944604158,4.561080147,4.314647797,18.34122952,16.03226528,9.71794E-05,0.101558752,0,0,0
1959,69522.65691,12/17/2010 08:00:14,1680.840206,2,6,0.549844861,3.946224213,4.565665553,4.314647797,18.35932102,16.03226528,3.24249E-05,0.101558752,0,0,0
1960,69552.67206,12/17/2010 08:00:44,1710.855363,2,6,0.549844861,3.948168039,4.570250961,4.314647797,18.37742068,16.03226528,6.48022E-05,0.101558752,0,0,0
1961,69582.68697,12/17/2010 08:01:14,1740.870272,2,6,0.550204754,3.94994998,4.5748364,4.314647797,18.39552857,16.03226528,6.48022E-05,0.101558752,0,0,0
1962,69612.70205,12/17/2010 08:01:44,1770.885351,2,6,0.549664915,3.951569796,4.579421721,4.314647797,18.41364412,16.03226528,3.23772E-05,0.101558752,0,0,0
1963,69642.71895,12/17/2010 08:02:14,1800.902247,2,6,0.550024807,3.953513861,4.584007335,4.314647797,18.43176894,16.03226528,6.48022E-05,0.101558752,0,0,0
1964,69672.73232,12/17/2010 08:02:44,1830.915621,2,6,0.550024807,3.955457687,4.588592485,4.314647797,18.4499001,16.03226528,6.48022E-05,0.101558752,0,0,0
1965,69702.74728,12/17/2010 08:03:14,1860.930581,2,6,0.549844861,3.956915617,4.593177856,4.314647797,18.46804023,16.03226528,3.24249E-05,0.101558752,0,0,0
1966,69732.76216,12/17/2010 08:03:44,1890.945459,2,6,0.549844861,3.958697557,4.597763222,4.314647797,18.48618843,16.03226528,3.24249E-05,0.101558752,0,0,0
1967,69762.77721,12/17/2010 08:04:14,1920.960513,2,6,0.550024807,3.960641384,4.602348643,4.314647797,18.5043449,16.03226528,9.71794E-05,0.101558752,0,0,0
1968,69792.79226,12/17/2010 08:04:44,1950.975554,2,6,0.549844861,3.9622612,4.606934005,4.314647797,18.52250925,16.03226528,3.23772E-05,0.101558752,0,0,0
1969,69822.80726,12/17/2010 08:05:14,1980.990562,2,6,0.550024807,3.96404314,4.611519421,4.314647797,18.54068194,16.03226528,9.71794E-05,0.101558752,0,0,0
1970,69852.82229,12/17/2010 08:05:44,2011.005585,2,6,0.550024807,3.965825081,4.616105001,4.314647797,18.55886347,16.03226528,6.48022E-05,0.101558752,0,0,0
1971,69882.83737,12/17/2010 08:06:14,2041.020673,2,6,0.550024807,3.967607021,4.620690531,4.314647797,18.57705289,16.03226528,6.48022E-05,0.101558752,0,0,0
1972,69912.85239,12/17/2010 08:06:44,2071.035684,2,6,0.550024807,3.969388962,4.625276137,4.314647797,18.59525079,16.03226528,6.48022E-05,0.101558752,0,0,0
1973,69942.86752,12/17/2010 08:07:14,2101.050821,2,6,0.550024807,3.971008778,4.629861765,4.314647797,18.61345685,16.03226528,3.23772E-05,0.101558752,0,0,0
1974,69972.88245,12/17/2010 08:07:44,2131.065743,2,6,0.550024807,3.972952843,4.634447256,4.314647797,18.63167052,16.03226528,6.48022E-05,0.101558752,0,0,0
1975,70002.89752,12/17/2010 08:08:14,2161.080814,2,6,0.549844861,3.974734545,4.639032851,4.314647797,18.6498928,16.03226528,3.23772E-05,0.101558752,0,0,0
1976,70032.91252,12/17/2010 08:08:44,2191.095817,2,6,0.549844861,3.976516485,4.643618403,4.314647797,18.66812313,16.03226528,6.48022E-05,0.101558752,0,0,0
1977,70062.92756,12/17/2010 08:09:14,2221.110858,2,6,0.550024807,3.97846055,4.648203987,4.314647797,18.68636187,16.03226528,9.72271E-05,0.101558752,0,0,0
1978,70092.94261,12/17/2010 08:09:44,2251.125903,2,6,0.550024807,3.980242491,4.652789555,4.314647797,18.70460897,16.03226528,6.48022E-05,0.101558752,0,0,0
1979,70122.95766,12/17/2010 08:10:14,2281.140959,2,6,0.550024807,3.981862307,4.657375122,4.314647797,18.722864,16.03226528,3.24249E-05,0.101558752,0,0,0
1980,70152.97267,12/17/2010 08:10:44,2311.155965,2,6,0.549844861,3.983806133,4.661960644,4.314647797,18.74112785,16.03226528,3.23772E-05,0.101558752,0,0,0
1981,70182.98771,12/17/2010 08:11:14,2341.171004,2,6,0.549844861,3.985750198,4.666546075,4.314647797,18.75939993,16.03226528,9.72271E-05,0.101558752,0,0,0
1982,70213.00274,12/17/2010 08:11:44,2371.186036,2,6,0.550204754,3.987694025,4.671131567,4.314647797,18.77768086,16.03226528,6.48022E-05,0.101558752,0,0,0
1983,70243.01791,12/17/2010 08:12:14,2401.201211,2,6,0.550024807,3.989637852,4.675717046,4.314647797,18.79597049,16.03226528,6.48022E-05,0.101558752,0,0,0
1984,70273.01924,12/17/2010 08:12:44,2431.202538,2,6,0.549844861,3.991257906,4.680300509,4.314647797,18.81426082,16.03226528,0,0.101558752,0,0,0
1985,70303.03237,12/17/2010 08:13:14,2461.215664,2,6,0.550024807,3.993363619,4.684885741,4.314647797,18.83256704,16.03226528,3.23772E-05,0.101558752,0,0,0
1986,70333.04726,12/17/2010 08:13:44,2491.230562,2,6,0.549844861,3.99546957,4.689471232,4.314647797,18.85088325,16.03226528,6.48022E-05,0.101558752,0,0,0
1987,70363.06231,12/17/2010 08:14:14,2521.24561,2,6,0.549844861,3.997251511,4.694056687,4.314647797,18.86920839,16.03226528,0,0.101558752,0,0,0
1988,70393.07737,12/17/2010 08:14:44,2551.260671,2,6,0.550024807,3.999519348,4.698642194,4.314647797,18.88754288,16.03226528,9.71794E-05,0.101558752,0,0,0
1989,70423.09238,12/17/2010 08:15:14,2581.275676,2,6,0.550024807,4.001301289,4.703227741,4.314647797,18.90588683,16.03226528,3.24249E-05,0.101558752,0,0,0
1990,70453.10755,12/17/2010 08:15:44,2611.29085,2,6,0.550024807,4.003569126,4.70781323,4.314647797,18.92423981,16.03226528,6.47545E-05,0.101558752,0,0,0
1991,70483.12247,12/17/2010 08:16:14,2641.30577,2,6,0.550024807,4.005513191,4.712398714,4.314647797,18.94260228,16.03226528,3.24249E-05,0.101558752,0,0,0
1992,70513.13748,12/17/2010 08:16:45,2671.320775,2,6,0.550024807,4.007781029,4.71698424,4.314647797,18.96097452,16.03226528,9.71794E-05,0.101558752,0,0,0
1993,70543.15263,12/17/2010 08:17:15,2701.335927,2,6,0.550204754,4.009724617,4.721569811,4.314647797,18.97935665,16.03226528,3.23296E-05,0.101558752,0,0,0
1994,70573.16754,12/17/2010 08:17:45,2731.35084,2,6,0.550024807,4.011992931,4.726155287,4.314647797,18.99774823,16.03226528,9.72748E-05,0.101558752,0,0,0
1995,70603.18257,12/17/2010 08:18:15,2761.36587,2,6,0.550024807,4.014098644,4.73074072,4.314647797,19.01614953,16.03226528,3.24249E-05,0.101558752,0,0,0
1996,70633.19766,12/17/2010 08:18:45,2791.380963,2,6,0.549844861,4.016204357,4.735326261,4.314647797,19.03456125,16.03226528,3.23296E-05,0.101558752,0,0,0
1997,70663.21265,12/17/2010 08:19:15,2821.395951,2,6,0.550024807,4.018472195,4.739911764,4.314647797,19.05298293,16.03226528,6.47545E-05,0.101558752,0,0,0
1998,70693.22788,12/17/2010 08:19:45,2851.411175,2,6,0.549844861,4.020578384,4.744497262,4.314647797,19.07141485,16.03226528,0,0.101558752,0,0,0
1999,70723.24273,12/17/2010 08:20:15,2881.426029,2,6,0.549844861,4.022846222,4.74908274,4.314647797,19.08985701,16.03226528,3.24249E-05,0.101558752,0,0,0
2000,70753.25789,12/17/2010 08:20:45,2911.44119,2,6,0.550024807,4.025276184,4.753668212,4.314647797,19.1083097,16.03226528,3.24249E-05,0.101558752,0,0,0
2001,70783.27282,12/17/2010 08:21:15,2941.456116,2,6,0.549844861,4.027706146,4.758253741,4.314647797,19.12677326,16.03226528,9.72748E-05,0.101558752,0,0,0
2002,70813.28784,12/17/2010 08:21:45,2971.471138,2,6,0.550204754,4.030135632,4.762839226,4.314647797,19.14524731,16.03226528,9.71794E-05,0.101558752,0,0,0
2003,70843.30303,12/17/2010 08:22:15,3001.486329,2,6,0.549844861,4.032241821,4.767424802,4.314647797,19.16373253,16.03226528,3.24249E-05,0.101558752,0,0,0
2004,70873.31989,12/17/2010 08:22:45,3031.503189,2,6,0.550024807,4.034671783,4.772010639,4.314647797,19.18222961,16.03226528,6.48499E-05,0.101558752,0,0,0
2005,70903.33299,12/17/2010 08:23:15,3061.516287,2,6,0.550024807,4.037263393,4.776595856,4.314647797,19.20073525,16.03226528,9.71794E-05,0.101558752,0,0,0
2006,70933.34799,12/17/2010 08:23:45,3091.53129,2,6,0.550024807,4.039531231,4.781181443,4.314647797,19.21925357,16.03226528,6.47545E-05,0.101558752,0,0,0
2007,70963.36303,12/17/2010 08:24:15,3121.546325,2,6,0.550024807,4.042123318,4.785766982,4.314647797,19.23778307,16.03226528,3.24249E-05,0.101558752,0,0,0
2008,70993.3781,12/17/2010 08:24:45,3151.561401,2,6,0.550024807,4.044552803,4.790352489,4.314647797,19.25632388,16.03226528,3.23296E-05,0.101558752,0,0,0
2009,71023.3931,12/17/2010 08:25:15,3181.5764,2,6,0.549844861,4.04714489,4.794938015,4.314647797,19.27487638,16.03226528,6.47545E-05,0.101558752,0,0,0
2010,71053.40814,12/17/2010 08:25:45,3211.591436,2,6,0.549844861,4.049736977,4.799523579,4.314647797,19.29344075,16.03226528,6.48499E-05,0.101558752,0,0,0
2011,71083.4239,12/17/2010 08:26:15,3241.607193,2,6,0.550024807,4.052328587,4.804109248,4.314647797,19.31201739,16.03226528,6.47545E-05,0.101558752,0,0,0
2012,71113.42541,12/17/2010 08:26:45,3271.608703,2,6,0.550024807,4.055082321,4.80869269,4.314647797,19.33059696,16.03226528,9.71794E-05,0.101558752,0,0,0
2013,71143.43794,12/17/2010 08:27:15,3301.621237,2,6,0.550024807,4.057836533,4.813277847,4.314647797,19.34919563,16.03226528,0.000129604,0.101558752,0,0,0
2014,71173.45267,12/17/2010 08:27:45,3331.635966,2,6,0.550024807,4.060266018,4.817863414,4.314647797,19.36780822,16.03226528,9.71794E-05,0.101558752,0,0,0
2015,71203.46771,12/17/2010 08:28:15,3361.65101,2,6,0.550024807,4.063020229,4.82244905,4.314647797,19.38643348,16.03226528,6.48499E-05,0.101558752,0,0,0
2016,71233.48274,12/17/2010 08:28:45,3391.666035,2,6,0.550024807,4.065773964,4.827034588,4.314647797,19.40507044,16.03226528,0.000129604,0.101558752,0,0,0
2017,71263.49793,12/17/2010 08:29:15,3421.681228,2,6,0.549844861,4.068365574,4.831620122,4.314647797,19.42372011,16.03226528,6.47545E-05,0.101558752,0,0,0
2018,71293.51281,12/17/2010 08:29:45,3451.696111,2,6,0.550024807,4.071281433,4.836205582,4.314647797,19.4423823,16.03226528,6.47545E-05,0.101558752,0,0,0
2019,71323.52785,12/17/2010 08:30:15,3481.711147,2,6,0.550024807,4.074035645,4.840791106,4.314647797,19.4610577,16.03226528,6.48499E-05,0.101558752,0,0,0
2020,71353.54289,12/17/2010 08:30:45,3511.726184,2,6,0.550024807,4.077113152,4.845376578,4.314647797,19.47974588,16.03226528,9.71794E-05,0.101558752,0,0,0
2021,71383.55795,12/17/2010 08:31:15,3541.741244,2,6,0.550024807,4.079867363,4.849962141,4.314647797,19.49844768,16.03226528,9.71794E-05,0.101558752,0,0,0
2022,71413.57298,12/17/2010 08:31:45,3571.75628,2,6,0.549844861,4.082783222,4.854547684,4.314647797,19.51716268,16.03226528,6.48499E-05,0.101558752,0,0,0
2023,71443.58812,12/17/2010 08:32:15,3601.771419,2,6,0.550024807,4.085860729,4.859133212,4.314647797,19.53589102,16.03226528,9.71794E-05,0.101558752,0,0,0
2024,71473.60306,12/17/2010 08:32:45,3631.786362,2,6,0.549844861,4.088776588,4.863718719,4.314647797,19.55463287,16.03226528,9.71794E-05,0.101558752,0,0,0
2025,71503.61989,12/17/2010 08:33:15,3661.803193,2,6,0.549844861,4.091692448,4.868304541,4.314647797,19.57338969,16.03226528,6.47545E-05,0.101558752,0,0,0
2026,71533.63325,12/17/2010 08:33:45,3691.816548,2,6,0.549664915,4.094608307,4.872889871,4.314647797,19.59215826,16.03226528,9.71794E-05,0.101558752,0,0,0
2027,71563.64816,12/17/2010 08:34:15,3721.831453,2,6,0.550024807,4.097848415,4.877475402,4.314647797,19.61094156,16.03226528,0.000129604,0.101558752,0,0,0
2028,71593.66328,12/17/2010 08:34:45,3751.846574,2,6,0.550024807,4.100925922,4.88206097,4.314647797,19.62973911,16.03226528,0.000129509,0.101558752,0,0,0
2029,71623.67823,12/17/2010 08:35:15,3781.861528,2,6,0.550024807,4.103841782,4.886646551,4.314647797,19.64855088,16.03226528,6.47545E-05,0.101558752,0,0,0
2030,71653.69348,12/17/2010 08:35:45,3811.876775,2,6,0.549844861,4.106919765,4.891232149,4.314647797,19.66737688,16.03226528,6.47545E-05,0.101558752,0,0,0
2031,71683.70832,12/17/2010 08:36:15,3841.891615,2,6,0.550024807,4.110159874,4.895817635,4.314647797,19.68621684,16.03226528,6.48499E-05,0.101558752,0,0,0
2032,71713.72332,12/17/2010 08:36:45,3871.906622,2,6,0.550204754,4.113399506,4.900403234,4.314647797,19.70507183,16.03226528,9.71794E-05,0.101558752,0,0,0
2033,71743.73837,12/17/2010 08:37:15,3901.921669,2,6,0.550024807,4.116639137,4.904988779,4.314647797,19.72394118,16.03226528,9.71794E-05,0.101558752,0,0,0
2034,71773.7534,12/17/2010 08:37:45,3931.936697,2,6,0.550024807,4.119717121,4.909574347,4.314647797,19.7428254,16.03226528,6.47545E-05,0.101558752,0,0,0
2035,71803.76846,12/17/2010 08:38:15,3961.951753,2,6,0.549844861,4.123118877,4.914159848,4.314647797,19.76172424,16.03226528,9.71794E-05,0.101558752,0,0,0
2036,71833.78348,12/17/2010 08:38:45,3991.966774,2,6,0.550024807,4.126358986,4.91874539,4.314647797,19.78063824,16.03226528,9.72748E-05,0.101558752,0,0,0
2037,71863.79853,12/17/2010 08:39:15,4021.981828,2,6,0.550024807,4.129760742,4.923330961,4.314647797,19.79956746,16.03226528,0.000129604,0.101558752,0,0,0
2038,71893.81357,12/17/2010 08:39:45,4051.996864,2,6,0.550024807,4.133000374,4.927916529,4.314647797,19.81851186,16.03226528,0.000129604,0.101558752,0,0,0
2039,71923.82859,12/17/2010 08:40:15,4082.011885,2,6,0.549844861,4.136240482,4.93250204,4.314647797,19.83747124,16.03226528,6.48499E-05,0.101558752,0,0,0
2040,71953.84366,12/17/2010 08:40:45,4112.026957,2,6,0.549664915,4.139642239,4.937087582,4.314647797,19.85644617,16.03226528,6.48499E-05,0.101558752,0,0,0
2041,71983.8587,12/17/2010 08:41:15,4142.041994,2,6,0.550024807,4.143043995,4.941673115,4.314647797,19.8754367,16.03226528,6.48499E-05,0.101558752,0,0,0
2042,72013.87383,12/17/2010 08:41:45,4172.057131,2,6,0.549844861,4.146445751,4.946258696,4.314647797,19.89444308,16.03226528,6.47545E-05,0.101558752,0,0,0
2043,72043.88873,12/17/2010 08:42:15,4202.072025,2,6,0.550024807,4.150171757,4.950844199,4.314647797,19.91346516,16.03226528,0.000129604,0.101558752,0,0,0
2044,72073.90397,12/17/2010 08:42:45,4232.08727,2,6,0.549844861,4.153411388,4.955429722,4.314647797,19.93250337,16.03226528,3.24249E-05,0.101558752,0,0,0
2045,72103.9207,12/17/2010 08:43:15,4262.104,2,6,0.550024807,4.157137394,4.960015499,4.314647797,19.95155868,16.03226528,9.72748E-05,0.101558752,0,0,0
2046,72133.93388,12/17/2010 08:43:45,4292.117175,2,6,0.549844861,4.16053915,4.964600719,4.314647797,19.97062786,16.03226528,9.71794E-05,0.101558752,0,0,0
2047,72163.94888,12/17/2010 08:44:15,4322.132176,2,6,0.549844861,4.164264679,4.96918622,4.314647797,19.98971458,16.03226528,9.71794E-05,0.101558752,0,0,0
2048,72193.96395,12/17/2010 08:44:45,4352.147253,2,6,0.549844861,4.16782856,4.973771776,4.314647797,20.00881807,16.03226528,0.000129604,0.101558752,0,0,0
2049,72223.97897,12/17/2010 08:45:15,4382.162266,2,6,0.550024807,4.171554565,4.978357312,4.314647797,20.0279381,16.03226528,0.000129604,0.101558752,0,0,0
2050,72253.99414,12/17/2010 08:45:45,4412.177436,2,6,0.549844861,4.174956322,4.982942857,4.314647797,20.04707488,16.03226528,6.48499E-05,0.101558752,0,0,0
2051,72284.00902,12/17/2010 08:46:15,4442.192319,2,6,0.550024807,4.178843975,4.987528393,4.314647797,20.0662285,16.03226528,0.000129604,0.101558752,0,0,0
2052,72314.02421,12/17/2010 08:46:45,4472.207507,2,6,0.550024807,4.182569981,4.992113891,4.314647797,20.08539899,16.03226528,9.71794E-05,0.101558752,0,0,0
2053,72344.03911,12/17/2010 08:47:15,4502.222408,2,6,0.549844861,4.186133862,4.996698677,4.314647797,20.10458342,16.03226528,6.48499E-05,0.101558752,0,0,0
2054,72374.05414,12/17/2010 08:47:45,4532.237434,2,6,0.550024807,4.190021515,5.001283588,4.314647797,20.12378558,16.03226528,6.47545E-05,0.101558752,0,0,0
2055,72404.06931,12/17/2010 08:48:15,4562.25261,2,6,0.550024807,4.193909168,5.005869169,4.314647797,20.14300807,16.03226528,0.000129604,0.101558752,0,0,0
2056,72434.0842,12/17/2010 08:48:45,4592.267499,2,6,0.550024807,4.197635174,5.010454713,4.314647797,20.16224803,16.03226528,9.71794E-05,0.101558752,0,0,0
2057,72450.61526,12/17/2010 08:49:02,4608.798554,2,6,0.550024807,4.200065136,5.012980215,4.314647797,20.17285198,16.03226528,0.000194454,0.101558752,0,0,0
2058,72480.63436,12/17/2010 08:49:32,30.01503022,3,6,0,4.101250172,5.012980215,4.314647797,20.17285198,16.03226528,-0.000518322,0.101558752,0,0,0
2059,72510.64939,12/17/2010 08:50:02,60.03005774,3,6,0,4.087318897,5.012980215,4.314647797,20.17285198,16.03226528,-0.000323963,0.101558752,0,0,0
2060,72540.66447,12/17/2010 08:50:32,90.04513943,3,6,0,4.078895092,5.012980215,4.314647797,20.17285198,16.03226528,-0.000226784,0.101558752,0,0,0
2061,72570.63262,12/17/2010 08:51:02,120.0132816,3,6,0,4.073225498,5.012980215,4.314647797,20.17285198,16.03226528,-0.000129604,0.101558752,0,0,0
2062,72570.64677,12/17/2010 08:51:02,0.015439501,4,6,1.08068943,4.200388908,5.01298485,4.314647797,20.17287145,16.03226528,0,0.101558752,0,0,0
2063,72571.27176,12/17/2010 08:51:03,0.640430421,4,6,1.0304842,4.200388908,5.013167065,4.314647797,20.1736368,16.03226528,0,0.101558752,0,0,0
2064,72572.78734,12/17/2010 08:51:04,2.156003582,4,6,0.979918957,4.200226784,5.013589454,4.314647797,20.17541093,16.03226528,-3.24249E-05,0.101558752,0,0,0
2065,72575.02168,12/17/2010 08:51:07,4.39034508,4,6,0.929893613,4.200065136,5.014181335,4.314647797,20.17789696,16.03226528,-6.47545E-05,0.101558752,0,0,0
2066,72578.09977,12/17/2010 08:51:10,7.468440016,4,6,0.879688263,4.200226784,5.014954097,4.314647797,20.18114273,16.03226528,0,0.101558752,0,0,0
2067,72582.09966,12/17/2010 08:51:14,11.46832872,4,6,0.829662919,4.200551033,5.015902573,4.314647797,20.18512654,16.03226528,6.48499E-05,0.101558752,0,0,0
2068,72587.17769,12/17/2010 08:51:19,16.54635258,4,6,0.779457629,4.200226784,5.017036136,4.314647797,20.18988779,16.03226528,-3.24249E-05,0.101558752,0,0,0
2069,72593.64819,12/17/2010 08:51:25,23.0168602,4,6,0.729252338,4.200226784,5.018390451,4.314647797,20.19557624,16.03226528,3.23296E-05,0.101558752,0,0,0
2070,72602.06804,12/17/2010 08:51:34,31.43670431,4,6,0.679226995,4.200226784,5.020034919,4.314647797,20.20248341,16.03226528,3.23296E-05,0.101558752,0,0,0
2071,72613.33528,12/17/2010 08:51:45,42.7039442,4,6,0.629201591,4.200065136,5.022078416,4.314647797,20.2110666,16.03226528,-3.23296E-05,0.101558752,0,0,0
2072,72630.00498,12/17/2010 08:52:02,59.37365084,4,6,0.579176247,4.200226784,5.024868771,4.314647797,20.22278677,16.03226528,0,0.101558752,0,0,0
2073,72657.78567,12/17/2010 08:52:29,87.15433458,4,6,0.529150903,4.200226784,5.029127253,4.314647797,20.24067347,16.03226528,0,0.101558752,0,0,0
2074,72711.25337,12/17/2010 08:53:23,140.6220362,4,6,0.47912553,4.200226784,5.036572298,4.314647797,20.27194456,16.03226528,0,0.101558752,0,0,0
2075,72805.62685,12/17/2010 08:54:57,234.995514,4,6,0.429100186,4.200065136,5.048435141,4.314647797,20.32177159,16.03226528,-3.23296E-05,0.101558752,0,0,0
2076,72931.45428,12/17/2010 08:57:03,360.8229494,4,6,0.379074842,4.200226784,5.062539262,4.314647797,20.38101258,16.03226528,0,0.101558752,0,0,0
2077,73080.52738,12/17/2010 08:59:32,509.8960458,4,6,0.329049468,4.200226784,5.077180179,4.314647797,20.4425083,16.03226528,0,0.101558752,0,0,0
2078,73255.85206,12/17/2010 09:02:28,685.2207296,4,6,0.279024124,4.200226784,5.091961741,4.314647797,20.50459474,16.03226528,0,0.101558752,0,0,0
2079,73466.47295,12/17/2010 09:05:58,895.8416173,4,6,0.228998765,4.200065136,5.106790459,4.314647797,20.56687917,16.03226528,-3.23296E-05,0.101558752,0,0,0
2080,73734.60852,12/17/2010 09:10:26,1163.977187,4,6,0.178973407,4.200388908,5.12192161,4.314647797,20.63043394,16.03226528,3.24249E-05,0.101558752,0,0,0
2081,74109.16328,12/17/2010 09:16:41,1538.531941,4,6,0.128948048,4.200065136,5.137797438,4.314647797,20.69711651,16.03226528,-3.23296E-05,0.101558752,0,0,0
2082,74754.02562,12/17/2010 09:27:26,2183.394283,4,6,0.078922689,4.200226784,5.155953667,4.314647797,20.77337732,16.03226528,3.23296E-05,0.101558752,0,0,0
2083,75481.15212,12/17/2010 09:39:33,2910.520786,4,6,0.04995117,4.200226784,5.168729997,4.314647797,20.8270411,16.03226528,0,0.101558752,0,0,0
2084,75511.16835,12/17/2010 09:40:03,30.01503203,5,6,0,4.190993309,5.168729997,4.314647797,20.8270411,16.03226528,-9.71794E-05,0.101558752,0,0,0
2085,75541.16776,12/17/2010 09:40:33,60.01444487,5,6,0,4.189373493,5.168729997,4.314647797,20.8270411,16.03226528,-3.24249E-05,0.101558752,0,0,0
2086,75541.35804,12/17/2010 09:40:33,0.187755638,6,6,0.000105761,4.189373493,5.168730003,4.314647797,20.82704113,16.03226528,0,0.099843703,0,0,0
2087,75567.76881,12/17/2010 09:41:00,26.40850246,7,6,-0.549993217,4.089262486,5.168730003,4.318683112,20.82704113,16.04882149,-0.000745201,0.099843703,0,0,0
2088,75597.78114,12/17/2010 09:41:30,56.42082814,7,6,-0.550173163,4.069823742,5.168730003,4.323269166,20.82704113,16.06752774,-0.000453568,0.099843703,0,0,0
2089,75627.79611,12/17/2010 09:42:00,86.43580301,7,6,-0.550173163,4.056378365,5.168730003,4.327855617,20.82704113,16.08616126,-0.000291634,0.099843703,0,0,0
2090,75657.81115,12/17/2010 09:42:30,116.4508378,7,6,-0.550173163,4.046010971,5.168730003,4.332442145,20.82704113,16.10474115,-0.000226784,0.099843703,0,0,0
2091,75687.82633,12/17/2010 09:43:00,146.4660177,7,6,-0.549993217,4.037587166,5.168730003,4.337028693,20.82704113,16.12327831,-0.000226879,0.099843703,0,0,0
2092,75717.84136,12/17/2010 09:43:30,176.481051,7,6,-0.549993217,4.030135632,5.168730003,4.341615194,20.82704113,16.14177896,-0.000194454,0.099843703,0,0,0
2093,75747.8563,12/17/2010 09:44:00,206.495994,7,6,-0.549993217,4.023332119,5.168730003,4.346201617,20.82704113,16.16024689,-0.000162029,0.099843703,0,0,0
2094,75777.87139,12/17/2010 09:44:30,236.5110807,7,6,-0.550173163,4.016852379,5.168730003,4.350788088,20.82704113,16.17868496,-0.000194454,0.099843703,0,0,0
2095,75807.88642,12/17/2010 09:45:00,266.5261111,7,6,-0.549993217,4.010859013,5.168730003,4.355374593,20.82704113,16.19709465,-0.000129509,0.099843703,0,0,0
2096,75837.9014,12/17/2010 09:45:30,296.5410892,7,6,-0.549993217,4.00486517,5.168730003,4.359961109,20.82704113,16.21547696,-0.000161934,0.099843703,0,0,0
2097,75867.91644,12/17/2010 09:46:00,326.556134,7,6,-0.550173163,3.999357462,5.168730003,4.364547628,20.82704113,16.23383267,-0.000129557,0.099843703,0,0,0
2098,75897.9315,12/17/2010 09:46:30,356.5711917,7,6,-0.550173163,3.99368763,5.168730003,4.369134124,20.82704113,16.25216229,-0.000129604,0.099843703,0,0,0
2099,75927.94649,12/17/2010 09:47:00,386.5861798,7,6,-0.549993217,3.988179922,5.168730003,4.373720611,20.82704113,16.27046643,-0.000161982,0.099843703,0,0,0
2100,75957.96339,12/17/2010 09:47:30,416.6030762,7,6,-0.55035311,3.982672215,5.168730003,4.378307363,20.82704113,16.28874666,-0.000161982,0.099843703,0,0,0
2101,75987.9767,12/17/2010 09:48:00,446.6163907,7,6,-0.549993217,3.977488518,5.168730003,4.382893501,20.82704113,16.30699956,-9.71794E-05,0.099843703,0,0,0
2102,76017.99159,12/17/2010 09:48:30,476.6312843,7,6,-0.550173163,3.972142696,5.168730003,4.387479877,20.82704113,16.32522929,-0.000129604,0.099843703,0,0,0
2103,76048.00663,12/17/2010 09:49:00,506.6463226,7,6,-0.55035311,3.966959,5.168730003,4.392066272,20.82704113,16.34343529,-0.000161982,0.099843703,0,0,0
2104,76078.02169,12/17/2010 09:49:30,536.6613845,7,6,-0.549993217,3.962099314,5.168730003,4.396652755,20.82704113,16.36161828,-9.71794E-05,0.099843703,0,0,0
2105,76108.03696,12/17/2010 09:50:00,566.6766478,7,6,-0.550173163,3.957077503,5.168730003,4.401239209,20.82704113,16.37977813,-0.000129604,0.099843703,0,0,0
2106,76138.05174,12/17/2010 09:50:30,596.6914268,7,6,-0.550173163,3.952055931,5.168730003,4.405825589,20.82704113,16.397915,-0.000129557,0.099843703,0,0,0
2107,76168.06678,12/17/2010 09:51:00,626.7064698,7,6,-0.549993217,3.947358131,5.168730003,4.410412019,20.82704113,16.41602969,-9.71794E-05,0.099843703,0,0,0
