Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1941,67596.05257,12/09/2010 07:28:02,3151.250186,7,5,-0.549993217,3.6974051,4.604894711,4.184361094,18.49601241,15.65740677,3.24249E-05,0.098308869,0,0,0
1942,67626.06752,12/09/2010 07:28:32,3181.26514,7,5,-0.549813271,3.695461035,4.604894711,4.188947571,18.49601241,15.67435975,0,0.098308869,0,0,0
1943,67656.08268,12/09/2010 07:29:02,3211.280298,7,5,-0.549993217,3.693517208,4.604894711,4.193534101,18.49601241,15.69130418,-6.48022E-05,0.098308869,0,0,0
1944,67686.09758,12/09/2010 07:29:32,3241.295195,7,5,-0.550173163,3.691573381,4.604894711,4.198120586,18.49601241,15.70823976,-3.23772E-05,0.098308869,0,0,0
1945,67716.11265,12/09/2010 07:30:02,3271.310273,7,5,-0.549993217,3.689791441,4.604894711,4.202706988,18.49601241,15.72516637,-3.23772E-05,0.098308869,0,0,0
1946,67746.12763,12/09/2010 07:30:32,3301.325253,7,5,-0.549993217,3.687847614,4.604894711,4.207293419,18.49601241,15.74208479,-6.48022E-05,0.098308869,0,0,0
1947,67776.14291,12/09/2010 07:31:02,3331.340529,7,5,-0.550173163,3.686065674,4.604894711,4.211879937,18.49601241,15.7589952,-6.48022E-05,0.098308869,0,0,0
1948,67806.15773,12/09/2010 07:31:32,3361.355349,7,5,-0.549993217,3.684283733,4.604894711,4.216466391,18.49601241,15.77589714,-6.48022E-05,0.098308869,0,0,0
1949,67836.17304,12/09/2010 07:32:02,3391.370664,7,5,-0.549993217,3.682501793,4.604894711,4.22105287,18.49601241,15.79279112,-6.48022E-05,0.098308869,0,0,0
1950,67866.18778,12/09/2010 07:32:32,3421.385397,7,5,-0.550173163,3.680719852,4.604894711,4.225639387,18.49601241,15.80967719,-6.48022E-05,0.098308869,0,0,0
1951,67896.20299,12/09/2010 07:33:02,3451.400605,7,5,-0.550173163,3.679100037,4.604894711,4.230225837,18.49601241,15.82655512,-3.23772E-05,0.098308869,0,0,0
1952,67926.21782,12/09/2010 07:33:32,3481.415444,7,5,-0.549993217,3.677479982,4.604894711,4.234812338,18.49601241,15.84342555,-6.48022E-05,0.098308869,0,0,0
1953,67956.23283,12/09/2010 07:34:02,3511.430449,7,5,-0.550173163,3.675860167,4.604894711,4.239398855,18.49601241,15.86028836,-3.23772E-05,0.098308869,0,0,0
1954,67986.24784,12/09/2010 07:34:32,3541.445462,7,5,-0.550173163,3.674078226,4.604894711,4.243985329,18.49601241,15.87714345,-6.48022E-05,0.098308869,0,0,0
1955,68016.26288,12/09/2010 07:35:02,3571.460503,7,5,-0.550173163,3.67245841,4.604894711,4.24857182,18.49601241,15.89399122,-6.48022E-05,0.098308869,0,0,0
1956,68046.27791,12/09/2010 07:35:32,3601.47553,7,5,-0.550173163,3.671000481,4.604894711,4.253158354,18.49601241,15.91083175,-3.23772E-05,0.098308869,0,0,0
1957,68076.29298,12/09/2010 07:36:02,3631.490601,7,5,-0.550173163,3.669380426,4.604894711,4.257744811,18.49601241,15.92766471,-3.24249E-05,0.098308869,0,0,0
1958,68106.308,12/09/2010 07:36:32,3661.505617,7,5,-0.550173163,3.667760611,4.604894711,4.262331236,18.49601241,15.94449058,-3.23772E-05,0.098308869,0,0,0
1959,68136.32306,12/09/2010 07:37:02,3691.520677,7,5,-0.55035311,3.666302681,4.604894711,4.266917713,18.49601241,15.96130957,-6.48022E-05,0.098308869,0,0,0
1960,68166.33805,12/09/2010 07:37:32,3721.535668,7,5,-0.549813271,3.665006638,4.604894711,4.271504201,18.49601241,15.9781217,3.23772E-05,0.098308869,0,0,0
1961,68196.35305,12/09/2010 07:38:02,3751.550666,7,5,-0.550173163,3.663224697,4.604894711,4.276090708,18.49601241,15.99492697,-6.48022E-05,0.098308869,0,0,0
1962,68226.36821,12/09/2010 07:38:32,3781.565829,7,5,-0.549993217,3.661928892,4.604894711,4.280677199,18.49601241,16.01172539,0,0.098308869,0,0,0
1963,68256.38309,12/09/2010 07:39:02,3811.58071,7,5,-0.549993217,3.660470963,4.604894711,4.285263649,18.49601241,16.02851685,0,0.098308869,0,0,0
1964,68286.40145,12/09/2010 07:39:32,3841.599069,7,5,-0.549993217,3.659013033,4.604894711,4.289850643,18.49601241,16.0453035,-3.23772E-05,0.098308869,0,0,0
1965,68316.41316,12/09/2010 07:40:02,3871.610779,7,5,-0.550173163,3.657393217,4.604894711,4.29443655,18.49601241,16.06207972,-6.47545E-05,0.098308869,0,0,0
1966,68346.4282,12/09/2010 07:40:32,3901.625822,7,5,-0.550173163,3.655935287,4.604894711,4.299022982,18.49601241,16.07885126,-6.47545E-05,0.098308869,0,0,0
1967,68376.44339,12/09/2010 07:41:02,3931.641011,7,5,-0.549993217,3.654639244,4.604894711,4.303609466,18.49601241,16.09561649,-6.48022E-05,0.098308869,0,0,0
1968,68406.45843,12/09/2010 07:41:32,3961.656053,7,5,-0.550173163,3.653181314,4.604894711,4.308195956,18.49601241,16.11237518,-6.48022E-05,0.098308869,0,0,0
1969,68436.47326,12/09/2010 07:42:02,3991.670877,7,5,-0.549993217,3.651885509,4.604894711,4.312782409,18.49601241,16.1291273,-3.23772E-05,0.098308869,0,0,0
1970,68466.48827,12/09/2010 07:42:32,4021.685894,7,5,-0.550173163,3.650265455,4.604894711,4.317368926,18.49601241,16.14587308,-6.48022E-05,0.098308869,0,0,0
1971,68496.50331,12/09/2010 07:43:02,4051.700929,7,5,-0.549993217,3.648807526,4.604894711,4.321955381,18.49601241,16.16261191,0,0.098308869,0,0,0
1972,68526.51836,12/09/2010 07:43:32,4081.715976,7,5,-0.549993217,3.647511721,4.604894711,4.326541757,18.49601241,16.17934394,-3.23772E-05,0.098308869,0,0,0
1973,68556.5334,12/09/2010 07:44:02,4111.731022,7,5,-0.550173163,3.645891666,4.604894711,4.331128123,18.49601241,16.19606943,-6.48022E-05,0.098308869,0,0,0
1974,68586.5484,12/09/2010 07:44:32,4141.746024,7,5,-0.549993217,3.644595861,4.604894711,4.335714523,18.49601241,16.21278843,-3.23772E-05,0.098308869,0,0,0
1975,68616.56343,12/09/2010 07:45:02,4171.76105,7,5,-0.549993217,3.643299818,4.604894711,4.340300986,18.49601241,16.22950097,0,0.098308869,0,0,0
1976,68646.57849,12/09/2010 07:45:32,4201.776113,7,5,-0.549993217,3.641680002,4.604894711,4.34488748,18.49601241,16.24620701,-6.48022E-05,0.098308869,0,0,0
1977,68676.5937,12/09/2010 07:46:02,4231.79132,7,5,-0.549993217,3.640222073,4.604894711,4.349473956,18.49601241,16.26290624,-3.23772E-05,0.098308869,0,0,0
1978,68706.60849,12/09/2010 07:46:33,4261.806106,7,5,-0.549813271,3.638764143,4.604894711,4.354060357,18.49601241,16.27959846,-3.23772E-05,0.098308869,0,0,0
1979,68736.62365,12/09/2010 07:47:03,4291.821275,7,5,-0.549993217,3.6374681,4.604894711,4.358646795,18.49601241,16.29628409,0,0.098308869,0,0,0
1980,68766.63885,12/09/2010 07:47:33,4321.836467,7,5,-0.550173163,3.635848284,4.604894711,4.36323322,18.49601241,16.31296277,-3.23772E-05,0.098308869,0,0,0
1981,68796.65359,12/09/2010 07:48:03,4351.851209,7,5,-0.550173163,3.63422823,4.604894711,4.367819623,18.49601241,16.32963441,-6.48022E-05,0.098308869,0,0,0
1982,68826.6686,12/09/2010 07:48:33,4381.866223,7,5,-0.55035311,3.632608414,4.604894711,4.372406072,18.49601241,16.34629914,-3.23772E-05,0.098308869,0,0,0
1983,68856.68362,12/09/2010 07:49:03,4411.881244,7,5,-0.550173163,3.631150484,4.604894711,4.376992555,18.49601241,16.36295688,-3.23772E-05,0.098308869,0,0,0
1984,68886.69866,12/09/2010 07:49:33,4441.89628,7,5,-0.549993217,3.629530668,4.604894711,4.381579031,18.49601241,16.37960732,-3.23772E-05,0.098308869,0,0,0
1985,68916.71401,12/09/2010 07:50:03,4471.91163,7,5,-0.55035311,3.627910614,4.604894711,4.386165598,18.49601241,16.39625068,-3.24249E-05,0.098308869,0,0,0
1986,68946.72874,12/09/2010 07:50:33,4501.926363,7,5,-0.550173163,3.626128674,4.604894711,4.390752679,18.49601241,16.41288856,-9.72271E-05,0.098308869,0,0,0
1987,68976.74375,12/09/2010 07:51:03,4531.941374,7,5,-0.549993217,3.624670744,4.604894711,4.395339707,18.49601241,16.42951864,-9.72271E-05,0.098308869,0,0,0
1988,69006.76211,12/09/2010 07:51:33,4561.959728,7,5,-0.550173163,3.623050928,4.604894711,4.399926734,18.49601241,16.44614105,0,0.098308869,0,0,0
1989,69036.77381,12/09/2010 07:52:03,4591.971427,7,5,-0.549993217,3.621430874,4.604894711,4.40451279,18.49601241,16.46275211,0,0.098308869,0,0,0
1990,69066.78881,12/09/2010 07:52:33,4621.986434,7,5,-0.549993217,3.619487047,4.604894711,4.409099313,18.49601241,16.47935682,-3.24249E-05,0.098308869,0,0,0
1991,69096.80397,12/09/2010 07:53:03,4652.001588,7,5,-0.550173163,3.617705107,4.604894711,4.413685917,18.49601241,16.49595366,-3.24249E-05,0.098308869,0,0,0
1992,69126.81888,12/09/2010 07:53:33,4682.016498,7,5,-0.550173163,3.615923166,4.604894711,4.418272375,18.49601241,16.5125418,-3.24249E-05,0.098308869,0,0,0
1993,69156.83389,12/09/2010 07:54:03,4712.031509,7,5,-0.550173163,3.614141464,4.604894711,4.42285887,18.49601241,16.52912168,-3.23772E-05,0.098308869,0,0,0
1994,69186.84898,12/09/2010 07:54:33,4742.046602,7,5,-0.550173163,3.612035513,4.604894711,4.427445325,18.49601241,16.54569287,-6.48022E-05,0.098308869,0,0,0
1995,69216.86429,12/09/2010 07:55:03,4772.061905,7,5,-0.550173163,3.610091686,4.604894711,4.432031888,18.49601241,16.56225567,-6.47545E-05,0.098308869,0,0,0
1996,69246.87936,12/09/2010 07:55:33,4802.07698,7,5,-0.549993217,3.608147621,4.604894711,4.436618462,18.49601241,16.57880948,-6.48022E-05,0.098308869,0,0,0
1997,69276.88177,12/09/2010 07:56:03,4832.079388,7,5,-0.550173163,3.60604167,4.604894711,4.441203098,18.49601241,16.59534696,-3.24249E-05,0.098308869,0,0,0
1998,69306.8935,12/09/2010 07:56:33,4862.091119,7,5,-0.549993217,3.604097843,4.604894711,4.445789106,18.49601241,16.61188003,-3.24249E-05,0.098308869,0,0,0
1999,69336.90847,12/09/2010 07:57:03,4892.106091,7,5,-0.549993217,3.601991892,4.604894711,4.450375621,18.49601241,16.62840522,-6.48022E-05,0.098308869,0,0,0
2000,69366.92346,12/09/2010 07:57:33,4922.12108,7,5,-0.549993217,3.599724054,4.604894711,4.454962215,18.49601241,16.64492085,-9.72271E-05,0.098308869,0,0,0
2001,69396.93851,12/09/2010 07:58:03,4952.136126,7,5,-0.550173163,3.597456217,4.604894711,4.459548809,18.49601241,16.66142619,-6.48022E-05,0.098308869,0,0,0
2002,69426.9535,12/09/2010 07:58:33,4982.151124,7,5,-0.550173163,3.595026255,4.604894711,4.464135393,18.49601241,16.67792087,-9.72271E-05,0.098308869,0,0,0
2003,69456.96882,12/09/2010 07:59:03,5012.166439,7,5,-0.550173163,3.592758417,4.604894711,4.468722004,18.49601241,16.69440468,-6.48022E-05,0.098308869,0,0,0
2004,69486.98377,12/09/2010 07:59:33,5042.181388,7,5,-0.550173163,3.590166569,4.604894711,4.473308554,18.49601241,16.71087688,-3.24249E-05,0.098308869,0,0,0
2005,69516.99875,12/09/2010 08:00:03,5072.196375,7,5,-0.550173163,3.587412834,4.604894711,4.477895188,18.49601241,16.72733742,-9.71794E-05,0.098308869,0,0,0
2006,69547.01361,12/09/2010 08:00:33,5102.211225,7,5,-0.549993217,3.584658861,4.604894711,4.482481696,18.49601241,16.74378495,-9.71794E-05,0.098308869,0,0,0
2007,69577.02863,12/09/2010 08:01:03,5132.226252,7,5,-0.549993217,3.581743002,4.604894711,4.487068196,18.49601241,16.76021935,-6.48022E-05,0.098308869,0,0,0
2008,69607.04374,12/09/2010 08:01:33,5162.241358,7,5,-0.550173163,3.578665257,4.604894711,4.491654706,18.49601241,16.77663987,-9.71794E-05,0.098308869,0,0,0
2009,69637.05865,12/09/2010 08:02:03,5192.256273,7,5,-0.550173163,3.575425386,4.604894711,4.496241284,18.49601241,16.79304582,-6.48022E-05,0.098308869,0,0,0
2010,69667.07367,12/09/2010 08:02:33,5222.271293,7,5,-0.550173163,3.571537495,4.604894711,4.500827882,18.49601241,16.80943599,-0.000129604,0.098308869,0,0,0
2011,69697.08869,12/09/2010 08:03:03,5252.286314,7,5,-0.549993217,3.567811728,4.604894711,4.505414426,18.49601241,16.82580901,-9.71794E-05,0.098308869,0,0,0
2012,69727.10396,12/09/2010 08:03:33,5282.301584,7,5,-0.550173163,3.563600063,4.604894711,4.510000985,18.49601241,16.84216404,-0.000161982,0.098308869,0,0,0
2013,69757.11921,12/09/2010 08:04:03,5312.316832,7,5,-0.550173163,3.559226274,4.604894711,4.514587504,18.49601241,16.85849942,-0.000161982,0.098308869,0,0,0
2014,69787.13401,12/09/2010 08:04:33,5342.331627,7,5,-0.550173163,3.55436635,4.604894711,4.519173958,18.49601241,16.87481311,-0.000162029,0.098308869,0,0,0
2015,69817.14881,12/09/2010 08:05:03,5372.346426,7,5,-0.550173163,3.548858643,4.604894711,4.523760412,18.49601241,16.89110319,-0.000162029,0.098308869,0,0,0
2016,69847.16405,12/09/2010 08:05:33,5402.361673,7,5,-0.549993217,3.543027163,4.604894711,4.528346923,18.49601241,16.90736716,-0.000161982,0.098308869,0,0,0
2017,69877.17887,12/09/2010 08:06:03,5432.376492,7,5,-0.550173163,3.536223412,4.604894711,4.532933387,18.49601241,16.92360175,-0.000194407,0.098308869,0,0,0
2018,69907.19393,12/09/2010 08:06:33,5462.391552,7,5,-0.550173163,3.528447866,4.604894711,4.537519954,18.49601241,16.93980366,-0.000259161,0.098308869,0,0,0
2019,69937.20892,12/09/2010 08:07:03,5492.406538,7,5,-0.550173163,3.519862175,4.604894711,4.542106379,18.49601241,16.95596761,-0.000259209,0.098308869,0,0,0
2020,69967.22411,12/09/2010 08:07:33,5522.421726,7,5,-0.549993217,3.509818792,4.604894711,4.546692892,18.49601241,16.97208928,-0.000291586,0.098308869,0,0,0
2021,69997.23905,12/09/2010 08:08:03,5552.436672,7,5,-0.549993217,3.498479366,4.604894711,4.551279336,18.49601241,16.98816167,-0.000323963,0.098308869,0,0,0
2022,70027.25407,12/09/2010 08:08:33,5582.451692,7,5,-0.549993217,3.485358,4.604894711,4.555865858,18.49601241,17.00417772,-0.000324011,0.098308869,0,0,0
2023,70057.26919,12/09/2010 08:09:03,5612.466809,7,5,-0.550173163,3.46980691,4.604894711,4.560452439,18.49601241,17.02012792,-0.000421143,0.098308869,0,0,0
2024,70087.28417,12/09/2010 08:09:33,5642.481788,7,5,-0.550173163,3.451663733,4.604894711,4.565038964,18.49601241,17.03600158,-0.00051837,0.098308869,0,0,0
2025,70117.29914,12/09/2010 08:10:03,5672.496762,7,5,-0.550173163,3.430766821,4.604894711,4.569625434,18.49601241,17.05178566,-0.000550795,0.098308869,0,0,0
2026,70147.3141,12/09/2010 08:10:33,5702.511717,7,5,-0.550173163,3.405820131,4.604894711,4.574212009,18.49601241,17.06746536,-0.000712776,0.098308869,0,0,0
2027,70177.32915,12/09/2010 08:11:03,5732.52677,7,5,-0.549993217,3.376823664,4.604894711,4.578798486,18.49601241,17.08302202,-0.000842333,0.098308869,0,0,0
2028,70207.34415,12/09/2010 08:11:33,5762.541774,7,5,-0.549993217,3.342481375,4.604894711,4.583385044,18.49601241,17.09843352,-0.000971985,0.098308869,0,0,0
2029,70237.3626,12/09/2010 08:12:03,5792.560217,7,5,-0.550173163,3.301011562,4.604894711,4.587972119,18.49601241,17.11367312,-0.001166344,0.098308869,0,0,0
2030,70267.3744,12/09/2010 08:12:33,5822.572017,7,5,-0.550173163,3.250632286,4.604894711,4.592558138,18.49601241,17.12870018,-0.001490307,0.098308869,0,0,0
2031,70297.38932,12/09/2010 08:13:03,5852.586941,7,5,-0.550173163,3.188751459,4.604894711,4.597144625,18.49601241,17.14347284,-0.001846695,0.098308869,0,0,0
2032,70327.40444,12/09/2010 08:13:33,5882.602064,7,5,-0.550173163,3.109699488,4.604894711,4.601731173,18.49601241,17.15792536,-0.00239749,0.098308869,0,0,0
2033,70355.10709,12/09/2010 08:14:01,5910.304708,7,5,-0.550173163,3.009588718,4.604894711,4.60596443,18.49601241,17.17089064,-0.003401804,0.098308869,0,0,0
2034,70376.05961,12/09/2010 08:14:22,5931.257229,7,5,-0.549993217,2.909477949,4.604894711,4.609166108,18.49601241,17.18037113,-0.004082155,0.098308869,0,0,0
2035,70394.59054,12/09/2010 08:14:41,5949.788159,7,5,-0.549993217,2.80936718,4.604894711,4.611997779,18.49601241,17.18847015,-0.004438543,0.098308869,0,0,0
2036,70412.69958,12/09/2010 08:14:59,5967.897205,7,5,-0.549993217,2.709094286,4.604894711,4.614764993,18.49601241,17.19610538,-0.004406166,0.098308869,0,0,0
2037,70414.40252,12/09/2010 08:15:00,5969.600135,7,5,-0.550173163,2.699860811,4.604894711,4.615025217,18.49601241,17.19680923,-0.004438543,0.098308869,0,0,0
2038,70474.4147,12/09/2010 08:16:00,60.01448492,8,5,0,3.339565516,4.604894711,4.615025217,18.49601241,17.19680923,0.001393127,0.098308869,0,0,0
2039,70474.60109,12/09/2010 08:16:01,0.187554953,9,5,0.000285709,3.339565516,4.604894726,4.615025217,18.49601246,17.19680923,0,0.103090651,0,0,0
2040,70479.42905,12/09/2010 08:16:06,5.015514435,9,5,-0.001873659,3.347503185,4.604894727,4.615028046,18.49601246,17.19681869,0.001004362,0.103090651,0,0,0
2041,70509.46643,12/09/2010 08:16:36,30.01499409,1,6,0,3.384275198,4.604894727,4.615028046,18.49601246,17.19681869,0.000777531,0.103090651,0,0,0
2042,70539.48514,12/09/2010 08:17:06,60.03370246,1,6,0,3.409708023,4.604894727,4.615028046,18.49601246,17.19681869,0.000680399,0.103090651,0,0,0
2043,70569.49672,12/09/2010 08:17:36,90.0452884,1,6,0,3.428822994,4.604894727,4.615028046,18.49601246,17.19681869,0.000485992,0.103090651,0,0,0
2044,70599.4648,12/09/2010 08:18:06,120.0133628,1,6,0,3.444050074,4.604894727,4.615028046,18.49601246,17.19681869,0.00035634,0.103090651,0,0,0
2045,70629.48104,12/09/2010 08:18:36,30.0150091,2,6,0.550024807,3.667922497,4.609480195,4.615028046,18.51264229,17.19681869,0.001717091,0.103090651,0,0,0
2046,70659.49625,12/09/2010 08:19:06,60.03022032,2,6,0.550024807,3.713928223,4.61406572,4.615028046,18.52957622,17.19681869,0.000971937,0.103090651,0,0,0
2047,70689.51113,12/09/2010 08:19:36,90.04510044,2,6,0.550024807,3.743896723,4.618651225,4.615028046,18.54667925,17.19681869,0.000712776,0.103090651,0,0,0
2048,70719.52614,12/09/2010 08:20:06,120.0601102,2,6,0.549844861,3.765765429,4.623236712,4.615028046,18.56389917,17.19681869,0.00051837,0.103090651,0,0,0
2049,70749.54115,12/09/2010 08:20:36,150.0751142,2,6,0.549844861,3.782126665,4.627822216,4.615028046,18.58120651,17.19681869,0.000388765,0.103090651,0,0,0
2050,70779.55616,12/09/2010 08:21:06,180.0901327,2,6,0.550204754,3.794438124,4.632407805,4.615028046,18.59857942,17.19681869,0.000291586,0.103090651,0,0,0
2051,70809.57132,12/09/2010 08:21:36,210.1052848,2,6,0.550204754,3.803023577,4.636993356,4.615028046,18.61599936,17.19681869,0.000226784,0.103090651,0,0,0
2052,70839.58647,12/09/2010 08:22:06,240.1204348,2,6,0.549844861,3.809503317,4.641578972,4.615028046,18.63345413,17.19681869,0.000129604,0.103090651,0,0,0
2053,70869.60125,12/09/2010 08:22:36,270.1352225,2,6,0.550024807,3.815335035,4.646164512,4.615028046,18.65093646,17.19681869,0.000162029,0.103090651,0,0,0
2054,70899.61627,12/09/2010 08:23:06,300.1502352,2,6,0.550024807,3.820356607,4.650750028,4.615028046,18.66844342,17.19681869,0.000129604,0.103090651,0,0,0
2055,70929.63169,12/09/2010 08:23:36,330.1656604,2,6,0.550024807,3.825054407,4.655335605,4.615028046,18.68597293,17.19681869,0.000129604,0.103090651,0,0,0
2056,70959.64587,12/09/2010 08:24:06,360.179843,2,6,0.550204754,3.829590082,4.659918789,4.615028046,18.70351405,17.19681869,9.71794E-05,0.103090651,0,0,0
2057,70989.66134,12/09/2010 08:24:36,390.195313,2,6,0.549664915,3.833477974,4.664506643,4.615028046,18.72109282,17.19681869,6.48022E-05,0.103090651,0,0,0
2058,71019.67637,12/09/2010 08:25:06,420.2103353,2,6,0.550024807,3.837851763,4.669092152,4.615028046,18.73868138,17.19681869,0.000161982,0.103090651,0,0,0
2059,71049.69141,12/09/2010 08:25:36,450.2253795,2,6,0.550024807,3.84157753,4.673677658,4.615028046,18.756288,17.19681869,9.71794E-05,0.103090651,0,0,0
2060,71079.70663,12/09/2010 08:26:06,480.2406025,2,6,0.549844861,3.845303297,4.678263168,4.615028046,18.77391216,17.19681869,9.71794E-05,0.103090651,0,0,0
2061,71109.72144,12/09/2010 08:26:36,510.2554086,2,6,0.550024807,3.848867178,4.682848653,4.615028046,18.79155307,17.19681869,6.48022E-05,0.103090651,0,0,0
2062,71139.7365,12/09/2010 08:27:06,540.2704646,2,6,0.550024807,3.852592945,4.687434176,4.615028046,18.80921069,17.19681869,9.71794E-05,0.103090651,0,0,0
2063,71169.75159,12/09/2010 08:27:36,570.2855616,2,6,0.550024807,3.855994701,4.692019718,4.615028046,18.82688458,17.19681869,9.71794E-05,0.103090651,0,0,0
2064,71199.76684,12/09/2010 08:28:06,600.3008052,2,6,0.550024807,3.859396696,4.696605261,4.615028046,18.84457427,17.19681869,9.72271E-05,0.103090651,0,0,0
2065,71229.78179,12/09/2010 08:28:36,630.3157617,2,6,0.550024807,3.862798452,4.70119073,4.615028046,18.86227933,17.19681869,9.71794E-05,0.103090651,0,0,0
2066,71259.79659,12/09/2010 08:29:06,660.3305537,2,6,0.550024807,3.866200209,4.7057762,4.615028046,18.87999976,17.19681869,9.71794E-05,0.103090651,0,0,0
2067,71289.81157,12/09/2010 08:29:36,690.3455398,2,6,0.550024807,3.869278193,4.710361727,4.615028046,18.89773539,17.19681869,6.48022E-05,0.103090651,0,0,0
2068,71319.83005,12/09/2010 08:30:06,720.364015,2,6,0.549844861,3.872518063,4.714947931,4.615028046,18.91548846,17.19681869,6.48022E-05,0.103090651,0,0,0
2069,71349.84168,12/09/2010 08:30:36,750.3756468,2,6,0.550024807,3.875595808,4.719533069,4.615028046,18.93325186,17.19681869,6.48022E-05,0.103090651,0,0,0
2070,71379.85672,12/09/2010 08:31:06,780.3906933,2,6,0.550024807,3.878673553,4.724118585,4.615028046,18.95103069,17.19681869,6.48022E-05,0.103090651,0,0,0
2071,71409.87186,12/09/2010 08:31:36,810.4058249,2,6,0.549844861,3.881427526,4.728704063,4.615028046,18.96882307,17.19681869,3.24249E-05,0.103090651,0,0,0
2072,71439.88677,12/09/2010 08:32:06,840.4207402,2,6,0.549844861,3.884505272,4.733289502,4.615028046,18.98662853,17.19681869,6.48022E-05,0.103090651,0,0,0
2073,71469.90182,12/09/2010 08:32:36,870.4357878,2,6,0.550204754,3.88709712,4.737874962,4.615028046,19.00444685,17.19681869,6.48022E-05,0.103090651,0,0,0
2074,71499.91694,12/09/2010 08:33:06,900.4509098,2,6,0.550024807,3.889688969,4.7424604,4.615028046,19.02227736,17.19681869,0,0.103090651,0,0,0
2075,71529.93183,12/09/2010 08:33:36,930.4658006,2,6,0.550024807,3.892442942,4.747045834,4.615028046,19.04011971,17.19681869,9.71794E-05,0.103090651,0,0,0
2076,71559.9469,12/09/2010 08:34:06,960.4808709,2,6,0.550024807,3.894872904,4.751631296,4.615028046,19.05797353,17.19681869,9.72271E-05,0.103090651,0,0,0
2077,71589.962,12/09/2010 08:34:36,990.4959698,2,6,0.550024807,3.896978617,4.756216806,4.615028046,19.07583834,17.19681869,3.23772E-05,0.103090651,0,0,0
2078,71619.9769,12/09/2010 08:35:06,1020.510873,2,6,0.549844861,3.899084568,4.760802241,4.615028046,19.09371274,17.19681869,6.48022E-05,0.103090651,0,0,0
2079,71649.99192,12/09/2010 08:35:36,1050.525889,2,6,0.550024807,3.901190519,4.765387638,4.615028046,19.11159683,17.19681869,3.24249E-05,0.103090651,0,0,0
2080,71680.00696,12/09/2010 08:36:06,1080.54093,2,6,0.550024807,3.903296471,4.769973113,4.615028046,19.12949059,17.19681869,6.48022E-05,0.103090651,0,0,0
2081,71710.02209,12/09/2010 08:36:36,1110.556063,2,6,0.550024807,3.905240297,4.774558493,4.615028046,19.14739292,17.19681869,9.71794E-05,0.103090651,0,0,0
2082,71740.03705,12/09/2010 08:37:07,1140.571018,2,6,0.550024807,3.907022238,4.779143983,4.615028046,19.16530425,17.19681869,3.24249E-05,0.103090651,0,0,0
2083,71770.05221,12/09/2010 08:37:37,1170.586179,2,6,0.549844861,3.908804178,4.783729421,4.615028046,19.18322355,17.19681869,3.24249E-05,0.103090651,0,0,0
2084,71800.0674,12/09/2010 08:38:07,1200.60137,2,6,0.549844861,3.910423994,4.788314837,4.615028046,19.20115071,17.19681869,3.23772E-05,0.103090651,0,0,0
2085,71830.08211,12/09/2010 08:38:37,1230.616076,2,6,0.550024807,3.912205935,4.792900259,4.615028046,19.21908566,17.19681869,6.48022E-05,0.103090651,0,0,0
2086,71860.0971,12/09/2010 08:39:07,1260.631068,2,6,0.549664915,3.913663864,4.797485675,4.615028046,19.2370281,17.19681869,6.48022E-05,0.103090651,0,0,0
2087,71890.11235,12/09/2010 08:39:37,1290.646319,2,6,0.549844861,3.915445805,4.802071114,4.615028046,19.25497805,17.19681869,3.24249E-05,0.103090651,0,0,0
2088,71920.12715,12/09/2010 08:40:07,1320.66112,2,6,0.550024807,3.91706562,4.806656497,4.615028046,19.27293516,17.19681869,6.48022E-05,0.103090651,0,0,0
2089,71950.1422,12/09/2010 08:40:37,1350.676171,2,6,0.550024807,3.91852355,4.811241901,4.615028046,19.2908996,17.19681869,3.23772E-05,0.103090651,0,0,0
2090,71980.15721,12/09/2010 08:41:07,1380.691174,2,6,0.549844861,3.920143604,4.815826673,4.615028046,19.30886863,17.19681869,3.24249E-05,0.103090651,0,0,0
2091,72010.17224,12/09/2010 08:41:37,1410.70621,2,6,0.549844861,3.921439409,4.82041151,4.615028046,19.32684515,17.19681869,6.48022E-05,0.103090651,0,0,0
2092,72040.19095,12/09/2010 08:42:07,1440.724914,2,6,0.550024807,3.92322135,4.824996985,4.615028046,19.34483142,17.19681869,3.24249E-05,0.103090651,0,0,0
2093,72070.20228,12/09/2010 08:42:37,1470.73625,2,6,0.549844861,3.924679279,4.829581239,4.615028046,19.36282002,17.19681869,3.24249E-05,0.103090651,0,0,0
2094,72100.21742,12/09/2010 08:43:07,1500.751393,2,6,0.549844861,3.926299095,4.834166064,4.615028046,19.38081811,17.19681869,3.23772E-05,0.103090651,0,0,0
2095,72130.23232,12/09/2010 08:43:37,1530.766288,2,6,0.549844861,3.927757025,4.838750877,4.615028046,19.39882338,17.19681869,3.23772E-05,0.103090651,0,0,0
2096,72160.24748,12/09/2010 08:44:07,1560.781447,2,6,0.550024807,3.929538965,4.84333632,4.615028046,19.41683837,17.19681869,0,0.103090651,0,0,0
2097,72190.26236,12/09/2010 08:44:37,1590.796334,2,6,0.550024807,3.931159019,4.847921759,4.615028046,19.43486066,17.19681869,6.48022E-05,0.103090651,0,0,0
